Model,MSO24
2.18375000e-08,2.69000000e+00
2.22375000e-08,2.71000000e+00
2.26375000e-08,2.73000000e+00
2.30375000e-08,2.73000000e+00
2.34375000e-08,2.73000000e+00
2.38375000e-08,2.75000000e+00
2.42375000e-08,2.75000000e+00
2.46375000e-08,2.75000000e+00
2.50375000e-08,2.75000000e+00
2.54375000e-08,2.77000000e+00
2.58375000e-08,2.77000000e+00
2.62375000e-08,2.77000000e+00
2.66375000e-08,2.79000000e+00
2.70375000e-08,2.79000000e+00
2.74375000e-08,2.79000000e+00
2.78375000e-08,2.81000000e+00
2.82375000e-08,2.81000000e+00
2.86375000e-08,2.81000000e+00
2.90375000e-08,2.83000000e+00
2.94375000e-08,2.83000000e+00
2.98375000e-08,2.85000000e+00
3.02375000e-08,2.85000000e+00
3.06375000e-08,2.85000000e+00
3.10375000e-08,2.87000000e+00
3.14375000e-08,2.87000000e+00
3.18375000e-08,2.89000000e+00
3.22375000e-08,2.89000000e+00
3.26375000e-08,2.89000000e+00
3.30375000e-08,2.89000000e+00
3.34375000e-08,2.91000000e+00
3.38375000e-08,2.91000000e+00
3.42375000e-08,2.91000000e+00
3.46375000e-08,2.91000000e+00
3.50375000e-08,2.93000000e+00
3.54375000e-08,2.93000000e+00
3.58375000e-08,2.93000000e+00
3.62375000e-08,2.93000000e+00
3.66375000e-08,2.95000000e+00
3.70375000e-08,2.95000000e+00
3.74375000e-08,2.95000000e+00
3.78375000e-08,2.95000000e+00
3.82375000e-08,2.95000000e+00
3.86375000e-08,2.95000000e+00
3.90375000e-08,2.95000000e+00
3.94375000e-08,2.97000000e+00
3.98375000e-08,2.97000000e+00
4.02375000e-08,2.97000000e+00
4.06375000e-08,2.97000000e+00
4.10375000e-08,2.99000000e+00
4.14375000e-08,2.99000000e+00
4.18375000e-08,2.99000000e+00
4.22375000e-08,3.01000000e+00
4.26375000e-08,3.01000000e+00
4.30375000e-08,3.01000000e+00
4.34375000e-08,3.01000000e+00
4.38375000e-08,3.01000000e+00
4.42375000e-08,3.01000000e+00
4.46375000e-08,3.01000000e+00
4.50375000e-08,3.03000000e+00
4.54375000e-08,3.03000000e+00
4.58375000e-08,3.03000000e+00
4.62375000e-08,3.03000000e+00
4.66375000e-08,3.03000000e+00
4.70375000e-08,3.03000000e+00
4.74375000e-08,3.03000000e+00
4.78375000e-08,3.05000000e+00
4.82375000e-08,3.05000000e+00
4.86375000e-08,3.05000000e+00
4.90375000e-08,3.07000000e+00
4.94375000e-08,3.07000000e+00
4.98375000e-08,3.07000000e+00
5.02375000e-08,3.07000000e+00
5.06375000e-08,3.07000000e+00
5.10375000e-08,3.07000000e+00
5.14375000e-08,3.07000000e+00
5.18375000e-08,3.07000000e+00
5.22375000e-08,3.07000000e+00
5.26375000e-08,3.07000000e+00
5.30375000e-08,3.09000000e+00
5.34375000e-08,3.09000000e+00
5.38375000e-08,3.09000000e+00
5.42375000e-08,3.09000000e+00
5.46375000e-08,3.11000000e+00
5.50375000e-08,3.11000000e+00
5.54375000e-08,3.11000000e+00
5.58375000e-08,3.11000000e+00
5.62375000e-08,3.11000000e+00
5.66375000e-08,3.11000000e+00
5.70375000e-08,3.11000000e+00
5.74375000e-08,3.11000000e+00
5.78375000e-08,3.11000000e+00
5.82375000e-08,3.11000000e+00
5.86375000e-08,3.13000000e+00
5.90375000e-08,3.13000000e+00
5.94375000e-08,3.13000000e+00
5.98375000e-08,3.13000000e+00
6.02375000e-08,3.13000000e+00
6.06375000e-08,3.13000000e+00
6.10375000e-08,3.13000000e+00
6.14375000e-08,3.13000000e+00
6.18375000e-08,3.15000000e+00
6.22375000e-08,3.15000000e+00
6.26375000e-08,3.15000000e+00
6.30375000e-08,3.15000000e+00
6.34375000e-08,3.15000000e+00
6.38375000e-08,3.15000000e+00
6.42375000e-08,3.17000000e+00
6.46375000e-08,3.17000000e+00
6.50375000e-08,3.17000000e+00
6.54375000e-08,3.17000000e+00
6.58375000e-08,3.17000000e+00
6.62375000e-08,3.17000000e+00
6.66375000e-08,3.17000000e+00
6.70375000e-08,3.17000000e+00
6.74375000e-08,3.17000000e+00
6.78375000e-08,3.17000000e+00
6.82375000e-08,3.17000000e+00
6.86375000e-08,3.17000000e+00
6.90375000e-08,3.17000000e+00
6.94375000e-08,3.17000000e+00
6.98375000e-08,3.17000000e+00
7.02375000e-08,3.19000000e+00
7.06375000e-08,3.19000000e+00
7.10375000e-08,3.19000000e+00
7.14375000e-08,3.19000000e+00
7.18375000e-08,3.19000000e+00
7.22375000e-08,3.19000000e+00
7.26375000e-08,3.19000000e+00
7.30375000e-08,3.19000000e+00
7.34375000e-08,3.19000000e+00
7.38375000e-08,3.19000000e+00
7.42375000e-08,3.19000000e+00
7.46375000e-08,3.19000000e+00
7.50375000e-08,3.21000000e+00
7.54375000e-08,3.21000000e+00
7.58375000e-08,3.21000000e+00
7.62375000e-08,3.21000000e+00
7.66375000e-08,3.21000000e+00
7.70375000e-08,3.21000000e+00
7.74375000e-08,3.21000000e+00
7.78375000e-08,3.21000000e+00
7.82375000e-08,3.21000000e+00
7.86375000e-08,3.21000000e+00
7.90375000e-08,3.21000000e+00
7.94375000e-08,3.21000000e+00
7.98375000e-08,3.21000000e+00
8.02375000e-08,3.23000000e+00
8.06375000e-08,3.23000000e+00
8.10375000e-08,3.23000000e+00
8.14375000e-08,3.23000000e+00
8.18375000e-08,3.23000000e+00
8.22375000e-08,3.23000000e+00
8.26375000e-08,3.23000000e+00
8.30375000e-08,3.23000000e+00
8.34375000e-08,3.23000000e+00
8.38375000e-08,3.23000000e+00
8.42375000e-08,3.23000000e+00
8.46375000e-08,3.23000000e+00
8.50375000e-08,3.23000000e+00
8.54375000e-08,3.23000000e+00
8.58375000e-08,3.23000000e+00
