Model,MSO24
2.00000000e-09,8.90000000e-01
2.40000000e-09,8.70000000e-01
2.80000000e-09,8.70000000e-01
3.20000000e-09,8.50000000e-01
3.60000000e-09,8.50000000e-01
4.00000000e-09,8.50000000e-01
4.40000000e-09,8.30000000e-01
4.80000000e-09,8.30000000e-01
5.20000000e-09,8.10000000e-01
5.60000000e-09,7.90000000e-01
6.00000000e-09,7.70000000e-01
6.40000000e-09,7.70000000e-01
6.80000000e-09,7.50000000e-01
7.20000000e-09,7.30000000e-01
7.60000000e-09,7.30000000e-01
8.00000000e-09,7.10000000e-01
8.40000000e-09,7.10000000e-01
8.80000000e-09,6.90000000e-01
9.20000000e-09,6.90000000e-01
9.60000000e-09,6.90000000e-01
1.00000000e-08,6.70000000e-01
1.04000000e-08,6.70000000e-01
1.08000000e-08,6.50000000e-01
1.12000000e-08,6.50000000e-01
1.16000000e-08,6.30000000e-01
1.20000000e-08,6.30000000e-01
1.24000000e-08,6.30000000e-01
1.28000000e-08,6.30000000e-01
1.32000000e-08,6.10000000e-01
1.36000000e-08,6.10000000e-01
1.40000000e-08,6.10000000e-01
1.44000000e-08,5.90000000e-01
1.48000000e-08,5.90000000e-01
1.52000000e-08,5.90000000e-01
1.56000000e-08,5.70000000e-01
1.60000000e-08,5.70000000e-01
1.64000000e-08,5.50000000e-01
1.68000000e-08,5.50000000e-01
1.72000000e-08,5.50000000e-01
1.76000000e-08,5.30000000e-01
1.80000000e-08,5.30000000e-01
1.84000000e-08,5.30000000e-01
1.88000000e-08,5.10000000e-01
1.92000000e-08,5.10000000e-01
1.96000000e-08,5.10000000e-01
2.00000000e-08,4.90000000e-01
2.04000000e-08,4.90000000e-01
2.08000000e-08,4.90000000e-01
2.12000000e-08,4.70000000e-01
2.16000000e-08,4.70000000e-01
2.20000000e-08,4.70000000e-01
2.24000000e-08,4.50000000e-01
2.28000000e-08,4.50000000e-01
2.32000000e-08,4.50000000e-01
2.36000000e-08,4.50000000e-01
2.40000000e-08,4.50000000e-01
2.44000000e-08,4.50000000e-01
2.48000000e-08,4.30000000e-01
2.52000000e-08,4.30000000e-01
2.56000000e-08,4.30000000e-01
2.60000000e-08,4.30000000e-01
2.64000000e-08,4.10000000e-01
2.68000000e-08,4.10000000e-01
2.72000000e-08,4.10000000e-01
2.76000000e-08,4.10000000e-01
2.80000000e-08,3.90000000e-01
2.84000000e-08,3.90000000e-01
2.88000000e-08,3.90000000e-01
2.92000000e-08,3.90000000e-01
2.96000000e-08,3.90000000e-01
3.00000000e-08,3.70000000e-01
3.04000000e-08,3.70000000e-01
3.08000000e-08,3.70000000e-01
3.12000000e-08,3.70000000e-01
3.16000000e-08,3.50000000e-01
3.20000000e-08,3.50000000e-01
3.24000000e-08,3.50000000e-01
3.28000000e-08,3.50000000e-01
3.32000000e-08,3.50000000e-01
3.36000000e-08,3.50000000e-01
3.40000000e-08,3.30000000e-01
3.44000000e-08,3.30000000e-01
3.48000000e-08,3.30000000e-01
3.52000000e-08,3.30000000e-01
3.56000000e-08,3.30000000e-01
3.60000000e-08,3.30000000e-01
3.64000000e-08,3.30000000e-01
3.68000000e-08,3.10000000e-01
3.72000000e-08,3.10000000e-01
3.76000000e-08,3.10000000e-01
3.80000000e-08,3.10000000e-01
3.84000000e-08,3.10000000e-01
3.88000000e-08,3.10000000e-01
3.92000000e-08,3.10000000e-01
3.96000000e-08,3.10000000e-01
4.00000000e-08,2.90000000e-01
4.04000000e-08,2.90000000e-01
4.08000000e-08,2.90000000e-01
4.12000000e-08,2.90000000e-01
4.16000000e-08,2.90000000e-01
4.20000000e-08,2.90000000e-01
4.24000000e-08,2.70000000e-01
4.28000000e-08,2.70000000e-01
4.32000000e-08,2.70000000e-01
4.36000000e-08,2.70000000e-01
4.40000000e-08,2.70000000e-01
4.44000000e-08,2.70000000e-01
4.48000000e-08,2.70000000e-01
4.52000000e-08,2.70000000e-01
4.56000000e-08,2.70000000e-01
4.60000000e-08,2.50000000e-01
4.64000000e-08,2.50000000e-01
4.68000000e-08,2.50000000e-01
4.72000000e-08,2.50000000e-01
4.76000000e-08,2.50000000e-01
4.80000000e-08,2.50000000e-01
4.84000000e-08,2.50000000e-01
4.88000000e-08,2.30000000e-01
4.92000000e-08,2.30000000e-01
4.96000000e-08,2.30000000e-01
5.00000000e-08,2.30000000e-01
5.04000000e-08,2.30000000e-01
5.08000000e-08,2.30000000e-01
5.12000000e-08,2.30000000e-01
5.16000000e-08,2.30000000e-01
5.20000000e-08,2.30000000e-01
5.24000000e-08,2.30000000e-01
5.28000000e-08,2.30000000e-01
5.32000000e-08,2.30000000e-01
5.36000000e-08,2.10000000e-01
5.40000000e-08,2.10000000e-01
5.44000000e-08,2.10000000e-01
5.48000000e-08,2.10000000e-01
5.52000000e-08,2.10000000e-01
5.56000000e-08,2.10000000e-01
5.60000000e-08,2.10000000e-01
5.64000000e-08,1.90000000e-01
5.68000000e-08,1.90000000e-01
5.72000000e-08,1.90000000e-01
5.76000000e-08,1.90000000e-01
5.80000000e-08,1.90000000e-01
5.84000000e-08,1.90000000e-01
5.88000000e-08,1.90000000e-01
5.92000000e-08,1.90000000e-01
5.96000000e-08,1.90000000e-01
6.00000000e-08,1.90000000e-01
6.04000000e-08,1.90000000e-01
6.08000000e-08,1.90000000e-01
6.12000000e-08,1.90000000e-01
6.16000000e-08,1.70000000e-01
6.20000000e-08,1.70000000e-01
6.24000000e-08,1.70000000e-01
6.28000000e-08,1.70000000e-01
6.32000000e-08,1.70000000e-01
6.36000000e-08,1.70000000e-01
6.40000000e-08,1.70000000e-01
6.44000000e-08,1.70000000e-01
6.48000000e-08,1.70000000e-01
6.52000000e-08,1.70000000e-01
6.56000000e-08,1.70000000e-01
6.60000000e-08,1.50000000e-01
6.64000000e-08,1.50000000e-01
6.68000000e-08,1.50000000e-01
