Model,MSO24
-6.52750000e-08,5.00000000e-02
-6.48750000e-08,5.00000000e-02
-6.44750000e-08,5.00000000e-02
-6.40750000e-08,5.00000000e-02
-6.36750000e-08,5.00000000e-02
-6.32750000e-08,5.00000000e-02
-6.28750000e-08,5.00000000e-02
-6.24750000e-08,5.00000000e-02
-6.20750000e-08,5.00000000e-02
-6.16750000e-08,5.00000000e-02
-6.12750000e-08,5.00000000e-02
-6.08750000e-08,5.00000000e-02
-6.04750000e-08,5.00000000e-02
-6.00750000e-08,5.00000000e-02
-5.96750000e-08,5.00000000e-02
-5.92750000e-08,5.00000000e-02
-5.88750000e-08,5.00000000e-02
-5.84750000e-08,5.00000000e-02
-5.80750000e-08,5.00000000e-02
-5.76750000e-08,5.00000000e-02
-5.72750000e-08,5.00000000e-02
-5.68750000e-08,5.00000000e-02
-5.64750000e-08,5.00000000e-02
-5.60750000e-08,5.00000000e-02
-5.56750000e-08,5.00000000e-02
-5.52750000e-08,5.00000000e-02
-5.48750000e-08,5.00000000e-02
-5.44750000e-08,5.00000000e-02
-5.40750000e-08,5.00000000e-02
-5.36750000e-08,5.00000000e-02
-5.32750000e-08,5.00000000e-02
-5.28750000e-08,5.00000000e-02
-5.24750000e-08,5.00000000e-02
-5.20750000e-08,5.00000000e-02
-5.16750000e-08,5.00000000e-02
-5.12750000e-08,5.00000000e-02
-5.08750000e-08,5.00000000e-02
-5.04750000e-08,5.00000000e-02
-5.00750000e-08,5.00000000e-02
-4.96750000e-08,5.00000000e-02
-4.92750000e-08,5.00000000e-02
-4.88750000e-08,5.00000000e-02
-4.84750000e-08,5.00000000e-02
-4.80750000e-08,5.00000000e-02
-4.76750000e-08,5.00000000e-02
-4.72750000e-08,5.00000000e-02
-4.68750000e-08,5.00000000e-02
-4.64750000e-08,5.00000000e-02
-4.60750000e-08,5.00000000e-02
-4.56750000e-08,5.00000000e-02
-4.52750000e-08,5.00000000e-02
-4.48750000e-08,5.00000000e-02
-4.44750000e-08,5.00000000e-02
-4.40750000e-08,5.00000000e-02
-4.36750000e-08,5.00000000e-02
-4.32750000e-08,5.00000000e-02
-4.28750000e-08,5.00000000e-02
-4.24750000e-08,5.00000000e-02
-4.20750000e-08,5.00000000e-02
-4.16750000e-08,5.00000000e-02
-4.12750000e-08,5.00000000e-02
-4.08750000e-08,5.00000000e-02
-4.04750000e-08,5.00000000e-02
-4.00750000e-08,5.00000000e-02
-3.96750000e-08,5.00000000e-02
-3.92750000e-08,5.00000000e-02
-3.88750000e-08,5.00000000e-02
-3.84750000e-08,5.00000000e-02
-3.80750000e-08,5.00000000e-02
-3.76750000e-08,5.00000000e-02
-3.72750000e-08,5.00000000e-02
-3.68750000e-08,5.00000000e-02
-3.64750000e-08,5.00000000e-02
-3.60750000e-08,5.00000000e-02
-3.56750000e-08,5.00000000e-02
-3.52750000e-08,5.00000000e-02
-3.48750000e-08,5.00000000e-02
-3.44750000e-08,5.00000000e-02
-3.40750000e-08,5.00000000e-02
-3.36750000e-08,5.00000000e-02
-3.32750000e-08,5.00000000e-02
-3.28750000e-08,5.00000000e-02
-3.24750000e-08,5.00000000e-02
-3.20750000e-08,5.00000000e-02
-3.16750000e-08,5.00000000e-02
-3.12750000e-08,5.00000000e-02
-3.08750000e-08,5.00000000e-02
-3.04750000e-08,5.00000000e-02
-3.00750000e-08,5.00000000e-02
-2.96750000e-08,5.00000000e-02
-2.92750000e-08,5.00000000e-02
-2.88750000e-08,5.00000000e-02
-2.84750000e-08,5.00000000e-02
-2.80750000e-08,5.00000000e-02
-2.76750000e-08,5.00000000e-02
-2.72750000e-08,5.00000000e-02
-2.68750000e-08,5.00000000e-02
-2.64750000e-08,5.00000000e-02
-2.60750000e-08,5.00000000e-02
-2.56750000e-08,5.00000000e-02
-2.52750000e-08,5.00000000e-02
-2.48750000e-08,5.00000000e-02
-2.44750000e-08,5.00000000e-02
-2.40750000e-08,5.00000000e-02
-2.36750000e-08,5.00000000e-02
-2.32750000e-08,5.00000000e-02
-2.28750000e-08,5.00000000e-02
-2.24750000e-08,5.00000000e-02
-2.20750000e-08,5.00000000e-02
-2.16750000e-08,5.00000000e-02
-2.12750000e-08,5.00000000e-02
-2.08750000e-08,5.00000000e-02
-2.04750000e-08,5.00000000e-02
-2.00750000e-08,5.00000000e-02
-1.96750000e-08,5.00000000e-02
-1.92750000e-08,5.00000000e-02
-1.88750000e-08,5.00000000e-02
-1.84750000e-08,5.00000000e-02
-1.80750000e-08,5.00000000e-02
-1.76750000e-08,5.00000000e-02
-1.72750000e-08,5.00000000e-02
-1.68750000e-08,5.00000000e-02
-1.64750000e-08,5.00000000e-02
-1.60750000e-08,5.00000000e-02
-1.56750000e-08,5.00000000e-02
-1.52750000e-08,5.00000000e-02
-1.48750000e-08,5.00000000e-02
-1.44750000e-08,5.00000000e-02
-1.40750000e-08,5.00000000e-02
-1.36750000e-08,5.00000000e-02
-1.32750000e-08,5.00000000e-02
-1.28750000e-08,5.00000000e-02
-1.24750000e-08,5.00000000e-02
-1.20750000e-08,5.00000000e-02
-1.16750000e-08,5.00000000e-02
-1.12750000e-08,5.00000000e-02
-1.08750000e-08,5.00000000e-02
-1.04750000e-08,5.00000000e-02
-1.00750000e-08,5.00000000e-02
-9.67500000e-09,5.00000000e-02
-9.27500000e-09,5.00000000e-02
-8.87500000e-09,5.00000000e-02
-8.47500000e-09,5.00000000e-02
-8.07500000e-09,5.00000000e-02
-7.67500000e-09,5.00000000e-02
-7.27500000e-09,5.00000000e-02
-6.87500000e-09,5.00000000e-02
-6.47500000e-09,5.00000000e-02
-6.07500000e-09,5.00000000e-02
-5.67500000e-09,5.00000000e-02
-5.27500000e-09,5.00000000e-02
-4.87500000e-09,5.00000000e-02
-4.47500000e-09,5.00000000e-02
-4.07500000e-09,5.00000000e-02
-3.67500000e-09,5.00000000e-02
-3.27500000e-09,5.00000000e-02
-2.87500000e-09,7.00000000e-02
-2.47500000e-09,1.10000000e-01
-2.07500000e-09,1.70000000e-01
-1.67500000e-09,2.70000000e-01
-1.27500000e-09,4.10000000e-01
-8.75000000e-10,5.70000000e-01
-4.75000000e-10,7.50000000e-01
-7.50000000e-11,9.50000000e-01
3.25000000e-10,1.13000000e+00
7.25000000e-10,1.29000000e+00
1.12500000e-09,1.43000000e+00
1.52500000e-09,1.55000000e+00
1.92500000e-09,1.63000000e+00
2.32500000e-09,1.69000000e+00
2.72500000e-09,1.73000000e+00
3.12500000e-09,1.75000000e+00
3.52500000e-09,1.77000000e+00
3.92500000e-09,1.77000000e+00
4.32500000e-09,1.79000000e+00
4.72500000e-09,1.79000000e+00
5.12500000e-09,1.81000000e+00
5.52500000e-09,1.85000000e+00
5.92500000e-09,1.89000000e+00
6.32500000e-09,1.93000000e+00
6.72500000e-09,1.99000000e+00
7.12500000e-09,2.03000000e+00
7.52500000e-09,2.07000000e+00
7.92500000e-09,2.11000000e+00
8.32500000e-09,2.15000000e+00
8.72500000e-09,2.17000000e+00
9.12500000e-09,2.21000000e+00
9.52500000e-09,2.23000000e+00
9.92500000e-09,2.25000000e+00
1.03250000e-08,2.29000000e+00
1.07250000e-08,2.31000000e+00
1.11250000e-08,2.35000000e+00
1.15250000e-08,2.37000000e+00
1.19250000e-08,2.39000000e+00
1.23250000e-08,2.41000000e+00
1.27250000e-08,2.43000000e+00
1.31250000e-08,2.43000000e+00
1.35250000e-08,2.45000000e+00
1.39250000e-08,2.45000000e+00
1.43250000e-08,2.45000000e+00
1.47250000e-08,2.47000000e+00
1.51250000e-08,2.47000000e+00
1.55250000e-08,2.49000000e+00
1.59250000e-08,2.51000000e+00
1.63250000e-08,2.53000000e+00
1.67250000e-08,2.55000000e+00
1.71250000e-08,2.57000000e+00
1.75250000e-08,2.59000000e+00
1.79250000e-08,2.61000000e+00
1.83250000e-08,2.61000000e+00
1.87250000e-08,2.63000000e+00
1.91250000e-08,2.63000000e+00
1.95250000e-08,2.65000000e+00
1.99250000e-08,2.65000000e+00
2.03250000e-08,2.65000000e+00
2.07250000e-08,2.67000000e+00
2.11250000e-08,2.67000000e+00
2.15250000e-08,2.69000000e+00
2.19250000e-08,2.71000000e+00
2.23250000e-08,2.71000000e+00
2.27250000e-08,2.73000000e+00
2.31250000e-08,2.73000000e+00
2.35250000e-08,2.73000000e+00
2.39250000e-08,2.73000000e+00
2.43250000e-08,2.75000000e+00
2.47250000e-08,2.75000000e+00
2.51250000e-08,2.75000000e+00
2.55250000e-08,2.77000000e+00
2.59250000e-08,2.77000000e+00
2.63250000e-08,2.79000000e+00
2.67250000e-08,2.79000000e+00
2.71250000e-08,2.79000000e+00
2.75250000e-08,2.81000000e+00
2.79250000e-08,2.81000000e+00
2.83250000e-08,2.81000000e+00
2.87250000e-08,2.83000000e+00
2.91250000e-08,2.83000000e+00
2.95250000e-08,2.83000000e+00
2.99250000e-08,2.85000000e+00
3.03250000e-08,2.85000000e+00
3.07250000e-08,2.85000000e+00
3.11250000e-08,2.87000000e+00
3.15250000e-08,2.87000000e+00
3.19250000e-08,2.87000000e+00
3.23250000e-08,2.89000000e+00
3.27250000e-08,2.89000000e+00
3.31250000e-08,2.89000000e+00
3.35250000e-08,2.89000000e+00
3.39250000e-08,2.91000000e+00
3.43250000e-08,2.91000000e+00
3.47250000e-08,2.91000000e+00
3.51250000e-08,2.91000000e+00
3.55250000e-08,2.91000000e+00
3.59250000e-08,2.93000000e+00
3.63250000e-08,2.93000000e+00
3.67250000e-08,2.93000000e+00
3.71250000e-08,2.93000000e+00
3.75250000e-08,2.93000000e+00
3.79250000e-08,2.95000000e+00
3.83250000e-08,2.95000000e+00
3.87250000e-08,2.95000000e+00
3.91250000e-08,2.95000000e+00
3.95250000e-08,2.97000000e+00
3.99250000e-08,2.97000000e+00
4.03250000e-08,2.97000000e+00
4.07250000e-08,2.97000000e+00
4.11250000e-08,2.99000000e+00
4.15250000e-08,2.99000000e+00
4.19250000e-08,2.99000000e+00
4.23250000e-08,2.99000000e+00
4.27250000e-08,3.01000000e+00
4.31250000e-08,3.01000000e+00
4.35250000e-08,3.01000000e+00
4.39250000e-08,3.01000000e+00
4.43250000e-08,3.01000000e+00
4.47250000e-08,3.01000000e+00
4.51250000e-08,3.03000000e+00
4.55250000e-08,3.03000000e+00
4.59250000e-08,3.03000000e+00
4.63250000e-08,3.03000000e+00
4.67250000e-08,3.03000000e+00
4.71250000e-08,3.05000000e+00
4.75250000e-08,3.05000000e+00
4.79250000e-08,3.05000000e+00
4.83250000e-08,3.05000000e+00
4.87250000e-08,3.05000000e+00
4.91250000e-08,3.07000000e+00
4.95250000e-08,3.07000000e+00
4.99250000e-08,3.07000000e+00
5.03250000e-08,3.07000000e+00
5.07250000e-08,3.07000000e+00
5.11250000e-08,3.07000000e+00
5.15250000e-08,3.09000000e+00
5.19250000e-08,3.09000000e+00
5.23250000e-08,3.09000000e+00
5.27250000e-08,3.09000000e+00
5.31250000e-08,3.09000000e+00
5.35250000e-08,3.09000000e+00
5.39250000e-08,3.09000000e+00
5.43250000e-08,3.09000000e+00
5.47250000e-08,3.11000000e+00
5.51250000e-08,3.11000000e+00
5.55250000e-08,3.11000000e+00
5.59250000e-08,3.11000000e+00
5.63250000e-08,3.11000000e+00
5.67250000e-08,3.11000000e+00
5.71250000e-08,3.11000000e+00
5.75250000e-08,3.11000000e+00
5.79250000e-08,3.13000000e+00
5.83250000e-08,3.13000000e+00
5.87250000e-08,3.11000000e+00
5.91250000e-08,3.13000000e+00
5.95250000e-08,3.13000000e+00
5.99250000e-08,3.13000000e+00
6.03250000e-08,3.13000000e+00
6.07250000e-08,3.13000000e+00
6.11250000e-08,3.13000000e+00
6.15250000e-08,3.13000000e+00
6.19250000e-08,3.13000000e+00
6.23250000e-08,3.15000000e+00
6.27250000e-08,3.15000000e+00
6.31250000e-08,3.15000000e+00
6.35250000e-08,3.15000000e+00
6.39250000e-08,3.15000000e+00
6.43250000e-08,3.15000000e+00
6.47250000e-08,3.15000000e+00
6.51250000e-08,3.15000000e+00
6.55250000e-08,3.17000000e+00
6.59250000e-08,3.17000000e+00
6.63250000e-08,3.17000000e+00
6.67250000e-08,3.17000000e+00
6.71250000e-08,3.17000000e+00
6.75250000e-08,3.17000000e+00
6.79250000e-08,3.17000000e+00
6.83250000e-08,3.17000000e+00
6.87250000e-08,3.17000000e+00
6.91250000e-08,3.17000000e+00
6.95250000e-08,3.17000000e+00
6.99250000e-08,3.17000000e+00
7.03250000e-08,3.17000000e+00
7.07250000e-08,3.17000000e+00
7.11250000e-08,3.17000000e+00
7.15250000e-08,3.17000000e+00
7.19250000e-08,3.19000000e+00
7.23250000e-08,3.19000000e+00
7.27250000e-08,3.19000000e+00
7.31250000e-08,3.19000000e+00
7.35250000e-08,3.19000000e+00
7.39250000e-08,3.19000000e+00
7.43250000e-08,3.19000000e+00
7.47250000e-08,3.21000000e+00
7.51250000e-08,3.21000000e+00
7.55250000e-08,3.21000000e+00
7.59250000e-08,3.21000000e+00
7.63250000e-08,3.21000000e+00
7.67250000e-08,3.21000000e+00
7.71250000e-08,3.21000000e+00
7.75250000e-08,3.21000000e+00
7.79250000e-08,3.21000000e+00
7.83250000e-08,3.21000000e+00
7.87250000e-08,3.21000000e+00
7.91250000e-08,3.21000000e+00
7.95250000e-08,3.21000000e+00
7.99250000e-08,3.21000000e+00
8.03250000e-08,3.21000000e+00
8.07250000e-08,3.21000000e+00
8.11250000e-08,3.23000000e+00
8.15250000e-08,3.23000000e+00
8.19250000e-08,3.23000000e+00
8.23250000e-08,3.23000000e+00
8.27250000e-08,3.23000000e+00
8.31250000e-08,3.23000000e+00
8.35250000e-08,3.23000000e+00
8.39250000e-08,3.23000000e+00
8.43250000e-08,3.23000000e+00
8.47250000e-08,3.23000000e+00
8.51250000e-08,3.23000000e+00
8.55250000e-08,3.23000000e+00
8.59250000e-08,3.23000000e+00
8.63250000e-08,3.25000000e+00
8.67250000e-08,3.25000000e+00
8.71250000e-08,3.25000000e+00
8.75250000e-08,3.25000000e+00
8.79250000e-08,3.25000000e+00
8.83250000e-08,3.25000000e+00
8.87250000e-08,3.25000000e+00
8.91250000e-08,3.25000000e+00
8.95250000e-08,3.25000000e+00
8.99250000e-08,3.25000000e+00
9.03250000e-08,3.25000000e+00
9.07250000e-08,3.27000000e+00
9.11250000e-08,3.27000000e+00
9.15250000e-08,3.27000000e+00
9.19250000e-08,3.27000000e+00
9.23250000e-08,3.27000000e+00
9.27250000e-08,3.27000000e+00
9.31250000e-08,3.27000000e+00
9.35250000e-08,3.27000000e+00
9.39250000e-08,3.27000000e+00
9.43250000e-08,3.27000000e+00
9.47250000e-08,3.27000000e+00
9.51250000e-08,3.27000000e+00
9.55250000e-08,3.27000000e+00
9.59250000e-08,3.27000000e+00
9.63250000e-08,3.27000000e+00
9.67250000e-08,3.27000000e+00
9.71250000e-08,3.27000000e+00
9.75250000e-08,3.27000000e+00
9.79250000e-08,3.27000000e+00
9.83250000e-08,3.27000000e+00
9.87250000e-08,3.27000000e+00
9.91250000e-08,3.27000000e+00
9.95250000e-08,3.27000000e+00
9.99250000e-08,3.27000000e+00
1.00325000e-07,3.27000000e+00
1.00725000e-07,3.27000000e+00
1.01125000e-07,3.27000000e+00
1.01525000e-07,3.27000000e+00
1.01925000e-07,3.27000000e+00
1.02325000e-07,3.27000000e+00
1.02725000e-07,3.27000000e+00
1.03125000e-07,3.27000000e+00
1.03525000e-07,3.29000000e+00
1.03925000e-07,3.29000000e+00
1.04325000e-07,3.29000000e+00
1.04725000e-07,3.29000000e+00
1.05125000e-07,3.29000000e+00
1.05525000e-07,3.29000000e+00
1.05925000e-07,3.29000000e+00
1.06325000e-07,3.29000000e+00
1.06725000e-07,3.29000000e+00
1.07125000e-07,3.29000000e+00
1.07525000e-07,3.29000000e+00
1.07925000e-07,3.29000000e+00
1.08325000e-07,3.29000000e+00
1.08725000e-07,3.29000000e+00
1.09125000e-07,3.29000000e+00
1.09525000e-07,3.29000000e+00
1.09925000e-07,3.29000000e+00
1.10325000e-07,3.29000000e+00
1.10725000e-07,3.29000000e+00
1.11125000e-07,3.29000000e+00
1.11525000e-07,3.29000000e+00
1.11925000e-07,3.29000000e+00
1.12325000e-07,3.29000000e+00
1.12725000e-07,3.29000000e+00
1.13125000e-07,3.29000000e+00
1.13525000e-07,3.29000000e+00
1.13925000e-07,3.29000000e+00
1.14325000e-07,3.31000000e+00
1.14725000e-07,3.31000000e+00
1.15125000e-07,3.31000000e+00
1.15525000e-07,3.31000000e+00
1.15925000e-07,3.31000000e+00
1.16325000e-07,3.31000000e+00
1.16725000e-07,3.31000000e+00
1.17125000e-07,3.31000000e+00
1.17525000e-07,3.31000000e+00
1.17925000e-07,3.31000000e+00
1.18325000e-07,3.31000000e+00
1.18725000e-07,3.31000000e+00
1.19125000e-07,3.31000000e+00
1.19525000e-07,3.31000000e+00
1.19925000e-07,3.31000000e+00
1.20325000e-07,3.31000000e+00
1.20725000e-07,3.31000000e+00
1.21125000e-07,3.31000000e+00
1.21525000e-07,3.31000000e+00
1.21925000e-07,3.31000000e+00
1.22325000e-07,3.31000000e+00
1.22725000e-07,3.31000000e+00
1.23125000e-07,3.31000000e+00
1.23525000e-07,3.31000000e+00
1.23925000e-07,3.31000000e+00
1.24325000e-07,3.31000000e+00
1.24725000e-07,3.31000000e+00
1.25125000e-07,3.31000000e+00
1.25525000e-07,3.33000000e+00
1.25925000e-07,3.33000000e+00
1.26325000e-07,3.33000000e+00
1.26725000e-07,3.33000000e+00
1.27125000e-07,3.33000000e+00
1.27525000e-07,3.33000000e+00
1.27925000e-07,3.33000000e+00
1.28325000e-07,3.33000000e+00
1.28725000e-07,3.33000000e+00
1.29125000e-07,3.33000000e+00
1.29525000e-07,3.31000000e+00
1.29925000e-07,3.31000000e+00
1.30325000e-07,3.31000000e+00
1.30725000e-07,3.31000000e+00
1.31125000e-07,3.31000000e+00
1.31525000e-07,3.31000000e+00
1.31925000e-07,3.33000000e+00
1.32325000e-07,3.33000000e+00
1.32725000e-07,3.33000000e+00
1.33125000e-07,3.33000000e+00
1.33525000e-07,3.33000000e+00
1.33925000e-07,3.33000000e+00
1.34325000e-07,3.33000000e+00
1.34725000e-07,3.33000000e+00
1.35125000e-07,3.33000000e+00
1.35525000e-07,3.33000000e+00
1.35925000e-07,3.33000000e+00
1.36325000e-07,3.33000000e+00
1.36725000e-07,3.33000000e+00
1.37125000e-07,3.33000000e+00
1.37525000e-07,3.33000000e+00
1.37925000e-07,3.33000000e+00
1.38325000e-07,3.33000000e+00
1.38725000e-07,3.33000000e+00
1.39125000e-07,3.33000000e+00
1.39525000e-07,3.33000000e+00
1.39925000e-07,3.33000000e+00
1.40325000e-07,3.33000000e+00
1.40725000e-07,3.33000000e+00
1.41125000e-07,3.33000000e+00
1.41525000e-07,3.33000000e+00
1.41925000e-07,3.33000000e+00
1.42325000e-07,3.33000000e+00
1.42725000e-07,3.33000000e+00
1.43125000e-07,3.33000000e+00
1.43525000e-07,3.33000000e+00
1.43925000e-07,3.33000000e+00
1.44325000e-07,3.33000000e+00
1.44725000e-07,3.33000000e+00
1.45125000e-07,3.33000000e+00
1.45525000e-07,3.33000000e+00
1.45925000e-07,3.33000000e+00
1.46325000e-07,3.33000000e+00
1.46725000e-07,3.33000000e+00
1.47125000e-07,3.33000000e+00
1.47525000e-07,3.33000000e+00
1.47925000e-07,3.33000000e+00
1.48325000e-07,3.33000000e+00
1.48725000e-07,3.33000000e+00
1.49125000e-07,3.33000000e+00
1.49525000e-07,3.33000000e+00
1.49925000e-07,3.33000000e+00
1.50325000e-07,3.33000000e+00
1.50725000e-07,3.33000000e+00
1.51125000e-07,3.33000000e+00
1.51525000e-07,3.33000000e+00
1.51925000e-07,3.33000000e+00
1.52325000e-07,3.33000000e+00
1.52725000e-07,3.33000000e+00
1.53125000e-07,3.33000000e+00
1.53525000e-07,3.33000000e+00
1.53925000e-07,3.33000000e+00
1.54325000e-07,3.33000000e+00
1.54725000e-07,3.33000000e+00
1.55125000e-07,3.33000000e+00
1.55525000e-07,3.33000000e+00
1.55925000e-07,3.33000000e+00
1.56325000e-07,3.33000000e+00
1.56725000e-07,3.33000000e+00
1.57125000e-07,3.33000000e+00
1.57525000e-07,3.33000000e+00
1.57925000e-07,3.33000000e+00
1.58325000e-07,3.33000000e+00
1.58725000e-07,3.33000000e+00
1.59125000e-07,3.33000000e+00
1.59525000e-07,3.33000000e+00
1.59925000e-07,3.33000000e+00
1.60325000e-07,3.33000000e+00
1.60725000e-07,3.33000000e+00
1.61125000e-07,3.33000000e+00
1.61525000e-07,3.33000000e+00
1.61925000e-07,3.33000000e+00
1.62325000e-07,3.33000000e+00
1.62725000e-07,3.33000000e+00
1.63125000e-07,3.33000000e+00
1.63525000e-07,3.33000000e+00
1.63925000e-07,3.33000000e+00
1.64325000e-07,3.33000000e+00
1.64725000e-07,3.33000000e+00
1.65125000e-07,3.35000000e+00
1.65525000e-07,3.35000000e+00
1.65925000e-07,3.35000000e+00
1.66325000e-07,3.35000000e+00
1.66725000e-07,3.35000000e+00
1.67125000e-07,3.35000000e+00
1.67525000e-07,3.35000000e+00
1.67925000e-07,3.35000000e+00
1.68325000e-07,3.35000000e+00
1.68725000e-07,3.35000000e+00
1.69125000e-07,3.35000000e+00
1.69525000e-07,3.35000000e+00
1.69925000e-07,3.35000000e+00
1.70325000e-07,3.33000000e+00
1.70725000e-07,3.33000000e+00
1.71125000e-07,3.35000000e+00
1.71525000e-07,3.35000000e+00
1.71925000e-07,3.35000000e+00
1.72325000e-07,3.35000000e+00
1.72725000e-07,3.35000000e+00
1.73125000e-07,3.35000000e+00
1.73525000e-07,3.35000000e+00
1.73925000e-07,3.35000000e+00
1.74325000e-07,3.35000000e+00
1.74725000e-07,3.35000000e+00
1.75125000e-07,3.35000000e+00
1.75525000e-07,3.35000000e+00
1.75925000e-07,3.35000000e+00
1.76325000e-07,3.35000000e+00
1.76725000e-07,3.35000000e+00
1.77125000e-07,3.35000000e+00
1.77525000e-07,3.35000000e+00
1.77925000e-07,3.35000000e+00
1.78325000e-07,3.35000000e+00
1.78725000e-07,3.35000000e+00
1.79125000e-07,3.35000000e+00
1.79525000e-07,3.35000000e+00
1.79925000e-07,3.35000000e+00
1.80325000e-07,3.35000000e+00
1.80725000e-07,3.35000000e+00
1.81125000e-07,3.35000000e+00
1.81525000e-07,3.35000000e+00
1.81925000e-07,3.35000000e+00
1.82325000e-07,3.35000000e+00
1.82725000e-07,3.35000000e+00
1.83125000e-07,3.35000000e+00
1.83525000e-07,3.35000000e+00
1.83925000e-07,3.35000000e+00
1.84325000e-07,3.35000000e+00
1.84725000e-07,3.35000000e+00
1.85125000e-07,3.35000000e+00
1.85525000e-07,3.35000000e+00
1.85925000e-07,3.35000000e+00
1.86325000e-07,3.35000000e+00
1.86725000e-07,3.35000000e+00
1.87125000e-07,3.35000000e+00
1.87525000e-07,3.35000000e+00
1.87925000e-07,3.35000000e+00
1.88325000e-07,3.35000000e+00
1.88725000e-07,3.35000000e+00
1.89125000e-07,3.35000000e+00
1.89525000e-07,3.35000000e+00
1.89925000e-07,3.35000000e+00
1.90325000e-07,3.35000000e+00
1.90725000e-07,3.35000000e+00
1.91125000e-07,3.35000000e+00
1.91525000e-07,3.35000000e+00
1.91925000e-07,3.35000000e+00
1.92325000e-07,3.35000000e+00
1.92725000e-07,3.35000000e+00
1.93125000e-07,3.35000000e+00
1.93525000e-07,3.35000000e+00
1.93925000e-07,3.35000000e+00
1.94325000e-07,3.35000000e+00
1.94725000e-07,3.35000000e+00
1.95125000e-07,3.35000000e+00
1.95525000e-07,3.35000000e+00
1.95925000e-07,3.35000000e+00
1.96325000e-07,3.35000000e+00
1.96725000e-07,3.35000000e+00
1.97125000e-07,3.35000000e+00
1.97525000e-07,3.35000000e+00
1.97925000e-07,3.35000000e+00
1.98325000e-07,3.35000000e+00
1.98725000e-07,3.35000000e+00
1.99125000e-07,3.35000000e+00
1.99525000e-07,3.35000000e+00
1.99925000e-07,3.35000000e+00
2.00325000e-07,3.35000000e+00
2.00725000e-07,3.35000000e+00
2.01125000e-07,3.35000000e+00
2.01525000e-07,3.35000000e+00
2.01925000e-07,3.35000000e+00
2.02325000e-07,3.35000000e+00
2.02725000e-07,3.35000000e+00
2.03125000e-07,3.35000000e+00
